timestamp,mocap_x(ned),mocap_y(ned),mocap_z(ned),mocap_vx(ned),mocap_vy(ned),mocap_vz(ned),mocap_ax(ned),mocap_ay(ned),mocap_az(ned),mocap_q_w,mocap_q_x,mocap_q_y,mocap_q_z,pos_d_x,pos_d_y,pos_d_z,vel_d_x,vel_d_y,vel_d_z,acc_d_x,acc_d_y,acc_d_z,int_x,int_y,int_z,ref_mask
1600763079948539268,0,-0,-0,0,-0,-1.04876e-19,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,6.95251e-310,6.94292e-310,6.94275e-310,1
1600763079957533667,0,-0,-0,0,-0,-1.04876e-19,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0,1
1600763079966133482,0,-0,-0,0,-0,-1.00996e-19,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0,1
1600763079974702484,0,-0,-0,0,-0,-1.00996e-19,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00164473,1
1600763079983157158,0,-0,-0,0,-0,-1.00996e-19,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00164473,1
1600763079991706913,0,-0,-0,0,-0,-1.00996e-19,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00164473,1
1600763080000163303,0,-0,-0,0,-0,-1.00996e-19,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00329664,1
1600763080008635493,0,-0,-0,0,-0,-9.36609e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00329664,1
1600763080017015455,0,-0,-0,0,-0,-9.36609e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0049508,1
1600763080025514561,0,-0,-0,0,-0,-9.01956e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0049508,1
1600763080033934801,0,-0,-0,0,-0,-9.01956e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0065978,1
1600763080042387030,0,-0,-0,0,-0,-9.01956e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0065978,1
1600763080050781283,0,-0,-0,0,-0,-8.68586e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0065978,1
1600763080059245278,0,-0,-0,0,-0,-8.68586e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00824423,1
1600763080067633516,0,-0,-0,0,-0,-8.68586e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00824423,1
1600763080076063055,0,-0,-0,0,-0,-8.68586e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00989366,1
1600763080084470769,0,-0,-0,0,-0,-8.05503e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00989366,1
1600763080092920993,0,-0,-0,0,-0,-8.05503e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0115482,1
1600763080101303362,0,-0,-0,0,-0,-8.05503e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0115482,1
1600763080109755761,0,-0,-0,0,-0,-7.75701e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0115482,1
1600763080118138497,0,-0,-0,0,-0,-7.75701e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0131942,1
1600763080126583257,0,-0,-0,0,-0,-7.47002e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0131942,1
1600763080135004463,0,-0,-0,0,-0,-7.47002e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0149267,1
1600763080143420361,0,-0,-0,0,-0,-7.47002e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0149267,1
1600763080151779868,0,-0,-0,0,-0,-7.19364e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0149267,1
1600763080160205163,0,-0,-0,0,-0,-7.19364e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0165084,1
1600763080168644386,0,-0,-0,0,-0,-6.92749e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0165084,1
1600763080177091027,0,-0,-0,0,-0,-6.92749e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0181442,1
1600763080185477744,0,-0,-0,0,-0,-6.67119e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0181442,1
1600763080193918494,0,-0,-0,0,-0,-6.67119e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0197949,1
1600763080202251026,0,-0,-0,0,-0,-6.67119e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0197949,1
1600763080210711568,0,-0,-0,0,-0,-6.42437e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0197949,1
1600763080219120463,0,-0,-0,0,-0,-6.42437e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0214392,1
1600763080227612173,0,-0,-0,0,-0,-6.18668e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0214392,1
1600763080236005665,0,-0,-0,0,-0,-6.18668e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0230953,1
1600763080244462099,0,-0,-0,0,-0,-6.18668e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0230953,1
1600763080252841780,0,-0,-0,0,-0,-6.18668e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0247528,1
1600763080261261719,0,-0,-0,0,-0,-6.18668e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0247528,1
1600763080269667759,0,-0,-0,0,-0,-5.73736e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0247528,1
1600763080278125849,0,-0,-0,0,-0,-5.73736e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0263945,1
1600763080286489139,0,-0,-0,0,-0,-5.52509e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0263945,1
1600763080294967848,0,-0,-0,0,-0,-5.52509e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0280456,1
1600763080303366496,0,-0,-0,0,-0,-5.52509e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0280456,1
1600763080311832367,0,-0,-0,0,-0,-5.32067e-20,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0280456,1
