timestamp,mocap_x(ned),mocap_y(ned),mocap_z(ned),mocap_vx(ned),mocap_vy(ned),mocap_vz(ned),mocap_ax(ned),mocap_ay(ned),mocap_az(ned),mocap_q_w,mocap_q_x,mocap_q_y,mocap_q_z,pos_d_x,pos_d_y,pos_d_z,vel_d_x,vel_d_y,vel_d_z,acc_d_x,acc_d_y,acc_d_z,int_x,int_y,int_z,ref_mask
1600763824496938217,0,-0,-0,0,-0,2.11734e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,6.95312e-310,6.931e-310,6.93086e-310,1
1600763824506027161,0,-0,-0,0,-0,2.11734e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0,1
1600763824514680919,0,-0,-0,0,-0,2.03901e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0,1
1600763824523507043,0,-0,-0,0,-0,2.03901e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00165432,1
1600763824532003247,0,-0,-0,0,-0,2.03901e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00165432,1
1600763824540556054,0,-0,-0,0,-0,1.96357e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00165432,1
1600763824548925601,0,-0,-0,0,-0,1.96357e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00329877,1
1600763824557350244,0,-0,-0,0,-0,1.89092e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00329877,1
1600763824565736894,0,-0,-0,0,-0,1.89092e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00495773,1
1600763824574201461,0,-0,-0,0,-0,1.82096e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00495773,1
1600763824582574061,0,-0,-0,0,-0,1.82096e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00660243,1
1600763824591060414,0,-0,-0,0,-0,1.82096e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00660243,1
1600763824599466224,0,-0,-0,0,-0,1.75359e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00660243,1
1600763824607885951,0,-0,-0,0,-0,1.75359e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00833834,1
1600763824616311144,0,-0,-0,0,-0,1.75359e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00833834,1
1600763824624758809,0,-0,-0,0,-0,1.75359e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00990687,1
1600763824633155114,0,-0,-0,0,-0,1.62623e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.00990687,1
1600763824641601381,0,-0,-0,0,-0,1.62623e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0115509,1
1600763824649988603,0,-0,-0,0,-0,1.62623e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0115509,1
1600763824658420965,0,-0,-0,0,-0,1.56606e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0115509,1
1600763824666862746,0,-0,-0,0,-0,1.56606e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0132068,1
1600763824675279905,0,-0,-0,0,-0,1.56606e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0132068,1
1600763824683712504,0,-0,-0,0,-0,1.56606e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0148656,1
1600763824692243357,0,-0,-0,0,-0,1.56606e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0148656,1
1600763824700740239,0,-0,-0,0,-0,1.45233e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0148656,1
1600763824709225677,0,-0,-0,0,-0,1.45233e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0165005,1
1600763824717634917,0,-0,-0,0,-0,1.39859e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0165005,1
1600763824726116588,0,-0,-0,0,-0,1.39859e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.018143,1
1600763824734523395,0,-0,-0,0,-0,1.34685e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.018143,1
1600763824742977779,0,-0,-0,0,-0,1.34685e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0198137,1
1600763824751321187,0,-0,-0,0,-0,1.34685e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0198137,1
1600763824759747930,0,-0,-0,0,-0,1.29702e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0198137,1
1600763824768135027,0,-0,-0,0,-0,1.29702e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0214506,1
1600763824776567107,0,-0,-0,0,-0,1.24903e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0214506,1
1600763824784968747,0,-0,-0,0,-0,1.24903e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0230924,1
1600763824793432423,0,-0,-0,0,-0,1.24903e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0230924,1
1600763824801890764,0,-0,-0,0,-0,1.20282e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0230924,1
1600763824810349126,0,-0,-0,0,-0,1.20282e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0248366,1
1600763824818763509,0,-0,-0,0,-0,1.15832e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0248366,1
1600763824827183308,0,-0,-0,0,-0,1.15832e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0263991,1
1600763824835568939,0,-0,-0,0,-0,1.11546e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0263991,1
1600763824844032519,0,-0,-0,0,-0,1.11546e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0280494,1
1600763824852410113,0,-0,-0,0,-0,1.11546e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0280494,1
1600763824860854904,0,-0,-0,0,-0,1.07419e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0280494,1
1600763824869223957,0,-0,-0,0,-0,1.07419e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0297087,1
1600763824877651847,0,-0,-0,0,-0,1.03445e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0297087,1
1600763824886041102,0,-0,-0,0,-0,1.03445e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0313596,1
1600763824894497378,0,-0,-0,0,-0,1.03445e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0313596,1
1600763824902903143,0,-0,-0,0,-0,1.03445e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0330064,1
1600763824911326950,0,-0,-0,0,-0,1.03445e-15,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0330064,1
1600763824919709666,0,-0,-0,0,-0,9.59321e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0330064,1
1600763824928169384,0,-0,-0,0,-0,9.59321e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0346539,1
1600763824936597470,0,-0,-0,0,-0,9.23828e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0346539,1
1600763824945025301,0,-0,-0,0,-0,9.23828e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0362937,1
1600763824953424502,0,-0,-0,0,-0,8.89648e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0362937,1
1600763824961924093,0,-0,-0,0,-0,8.89648e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.037958,1
1600763824970318903,0,-0,-0,0,-0,8.89648e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.037958,1
1600763824978765506,0,-0,-0,0,-0,8.56733e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.037958,1
1600763824987137094,0,-0,-0,0,-0,8.56733e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0395971,1
1600763824995574177,0,-0,-0,0,-0,8.25036e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0395971,1
1600763825003973580,0,-0,-0,0,-0,8.25036e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0413405,1
1600763825012465667,0,-0,-0,0,-0,8.25036e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0413405,1
1600763825020821698,0,-0,-0,0,-0,7.94511e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0428928,1
1600763825029279746,0,-0,-0,0,-0,7.94511e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0428928,1
1600763825037658923,0,-0,-0,0,-0,7.65116e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0428928,1
1600763825046120496,0,-0,-0,0,-0,7.65116e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0445492,1
1600763825054495848,0,-0,-0,0,-0,7.36808e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0445492,1
1600763825063024216,0,-0,-0,0,-0,7.36808e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0462086,1
1600763825071455815,0,-0,-0,0,-0,7.36808e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0462086,1
1600763825079982771,0,-0,-0,0,-0,7.36808e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0462086,1
1600763825088366474,0,-0,-0,0,-0,7.36808e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0478606,1
1600763825096852418,0,-0,-0,0,-0,6.83296e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0478606,1
1600763825105254647,0,-0,-0,0,-0,6.83296e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0495049,1
1600763825113691048,0,-0,-0,0,-0,6.58016e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0495049,1
1600763825122076641,0,-0,-0,0,-0,6.58016e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0511493,1
1600763825130533147,0,-0,-0,0,-0,6.58016e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0511493,1
1600763825138938565,0,-0,-0,0,-0,6.58016e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0511493,1
1600763825147359720,0,-0,-0,0,-0,6.58016e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0528097,1
1600763825155786001,0,-0,-0,0,-0,6.10226e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0528097,1
1600763825164269646,0,-0,-0,0,-0,6.10226e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0544595,1
1600763825172695350,0,-0,-0,0,-0,5.87649e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0544595,1
1600763825181174733,0,-0,-0,0,-0,5.87649e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0561026,1
1600763825189612130,0,-0,-0,0,-0,5.87649e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0561026,1
1600763825198064203,0,-0,-0,0,-0,5.65907e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0561026,1
1600763825206488272,0,-0,-0,0,-0,5.65907e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0578375,1
1600763825214970332,0,-0,-0,0,-0,5.4497e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0578375,1
1600763825223383010,0,-0,-0,0,-0,5.4497e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0594033,1
1600763825231865936,0,-0,-0,0,-0,5.4497e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0594033,1
1600763825240358629,0,-0,-0,0,-0,5.4497e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0594033,1
1600763825248902536,0,-0,-0,0,-0,5.4497e-16,0,0,0,0.707107,0,-0,-0.707107,0,-0,0.1,0,0,0.15,0,0,0,0,0,0.0610554,1
