timestamp,ctrl_output_x(ned),ctrl_output_y(ned),ctrl_output_z(ned),U1,q_d_w,q_d_x,q_d_y,q_d_z
1600764037632012971,0,0,-7.76403,0.317547,1,0,-0,1.39506e-05
1600764037652972148,0,0,-7.76403,0.317547,1,0,-0,1.39506e-05
1600764037652972148,0,0,-7.76057,0.317406,1,0,-0,1.39506e-05
1600764037652972148,0,0,-7.76057,0.317406,1,0,-0,1.39506e-05
1600764037672070357,0,0,-7.76057,0.317406,1,0,-0,1.39506e-05
1600764037672070357,0,0,-7.75742,0.317277,1,0,-0,1.39506e-05
1600764037691902479,0,0,-7.75742,0.317277,1,0,-0,1.39506e-05
1600764037691902479,0,0,-7.75415,0.317143,1,0,-0,1.39506e-05
1600764037691902479,0,0,-7.75415,0.317143,1,0,-0,1.39506e-05
1600764037711874280,0,0,-7.75415,0.317143,1,0,-0,1.39506e-05
1600764037711874280,0,0,-7.75085,0.317008,1,0,-0,1.39506e-05
1600764037731912621,0,0,-7.75085,0.317008,1,0,-0,1.39506e-05
1600764037731912621,0,0,-7.74755,0.316873,1,0,-0,1.39506e-05
1600764037751868415,0,0,-7.74755,0.316873,1,0,-0,1.39506e-05
1600764037751868415,0,0,-7.74425,0.316738,1,0,-0,1.39506e-05
1600764037751868415,0,0,-7.74425,0.316738,1,0,-0,1.39506e-05
1600764037771868653,0,0,-7.74425,0.316738,1,0,-0,1.39506e-05
1600764037771868653,0,0,-7.74095,0.316603,1,0,-0,1.39506e-05
1600764037792005599,0,0,-7.74095,0.316603,1,0,-0,1.39506e-05
1600764037792005599,0,0,-7.73763,0.316468,1,0,-0,1.39506e-05
1600764037812045840,0,0,-7.73763,0.316468,1,0,-0,1.39506e-05
1600764037812045840,0,0,-7.73432,0.316332,1,0,-0,1.39506e-05
1600764037812045840,0,0,-7.73432,0.316332,1,0,-0,1.39506e-05
1600764037832005978,0,0,-7.73432,0.316332,1,0,-0,1.39506e-05
1600764037832005978,0,0,-7.73103,0.316198,1,0,-0,1.39506e-05
1600764037853007036,0,0,-7.73103,0.316198,1,0,-0,1.39506e-05
1600764037853007036,0,0,-7.72757,0.316056,1,0,-0,1.39506e-05
1600764037853007036,0,0,-7.72757,0.316056,1,0,-0,1.39506e-05
1600764037872046326,0,0,-7.72757,0.316056,1,0,-0,1.39506e-05
1600764037872046326,0,0,-7.72442,0.315927,1,0,-0,1.39506e-05
1600764037891870155,0,0,-7.72442,0.315927,1,0,-0,1.39506e-05
1600764037891870155,0,0,-7.72115,0.315794,1,0,-0,1.39506e-05
1600764037912020518,0,0,-7.72115,0.315794,1,0,-0,1.39506e-05
1600764037912020518,0,0,-7.71783,0.315658,1,0,-0,1.39506e-05
1600764037912020518,0,0,-7.71783,0.315658,1,0,-0,1.39506e-05
1600764037932007668,0,0,-7.71783,0.315658,1,0,-0,1.39506e-05
1600764037932007668,0,0,-7.71453,0.315523,1,0,-0,1.39506e-05
1600764037952010537,0,0,-7.71453,0.315523,1,0,-0,1.39506e-05
1600764037952010537,0,0,-7.71123,0.315388,1,0,-0,1.39506e-05
1600764037972045034,0,0,-7.71123,0.315388,1,0,-0,1.39506e-05
1600764037972045034,0,0,-7.70792,0.315253,1,0,-0,1.39506e-05
1600764037972045034,0,0,-7.70792,0.315253,1,0,-0,1.39506e-05
1600764037991873805,0,0,-7.70792,0.315253,1,0,-0,1.39506e-05
1600764037991873805,0,0,-7.70465,0.315119,1,0,-0,1.39506e-05
1600764038012021797,0,0,-7.70465,0.315119,1,0,-0,1.39506e-05
1600764038012021797,0,0,-7.70133,0.314983,1,0,-0,1.39506e-05
1600764038032010172,0,0,-7.70133,0.314983,1,0,-0,1.39506e-05
1600764038032010172,0,0,-7.69803,0.314848,1,0,-0,1.39506e-05
1600764038032010172,0,0,-7.69803,0.314848,1,0,-0,1.39506e-05
1600764038053053641,0,0,-7.69803,0.314848,1,0,-0,1.39506e-05
1600764038053053641,0,0,-7.69456,0.314706,1,0,-0,1.39506e-05
1600764038072018958,0,0,-7.69456,0.314706,1,0,-0,1.39506e-05
1600764038072018958,0,0,-7.69143,0.314578,1,0,-0,1.39506e-05
1600764038072018958,0,0,-7.69143,0.314578,1,0,-0,1.39506e-05
1600764038091909599,0,0,-7.69143,0.314578,1,0,-0,1.39506e-05
1600764038091909599,0,0,-7.68815,0.314444,1,0,-0,1.39506e-05
1600764038112025412,0,0,-7.68815,0.314444,1,0,-0,1.39506e-05
1600764038112025412,0,0,-7.68483,0.314308,1,0,-0,1.39506e-05
1600764038131843559,0,0,-7.68483,0.314308,1,0,-0,1.39506e-05
1600764038131843559,0,0,-7.68156,0.314174,1,0,-0,1.39506e-05
1600764038131843559,0,0,-7.68156,0.314174,1,0,-0,1.39506e-05
1600764038152073632,0,0,-7.68156,0.314174,1,0,-0,1.39506e-05
1600764038152073632,0,0,-7.67822,0.314038,1,0,-0,1.39506e-05
1600764038171874931,0,0,-7.67822,0.314038,1,0,-0,1.39506e-05
1600764038171874931,0,0,-7.67495,0.313904,1,0,-0,1.39506e-05
1600764038192026278,0,0,-7.67495,0.313904,1,0,-0,1.39506e-05
1600764038192026278,0,0,-7.67163,0.313768,1,0,-0,1.39506e-05
1600764038192026278,0,0,-7.67163,0.313768,1,0,-0,1.39506e-05
1600764038212031564,0,0,-7.67163,0.313768,1,0,-0,1.39506e-05
1600764038212031564,0,0,-7.66833,0.313633,1,0,-0,1.39506e-05
1600764038232025254,0,0,-7.66833,0.313633,1,0,-0,1.39506e-05
1600764038232025254,0,0,-7.66503,0.313498,1,0,-0,1.39506e-05
1600764038232025254,0,0,-7.66503,0.313498,1,0,-0,1.39506e-05
1600764038253106181,0,0,-7.66503,0.313498,1,0,-0,1.39506e-05
1600764038253106181,0,0,-7.66155,0.313356,1,0,-0,1.39506e-05
1600764038272006963,0,0,-7.66155,0.313356,1,0,-0,1.39506e-05
1600764038272006963,0,0,-7.65843,0.313228,1,0,-0,1.39506e-05
1600764038292060871,0,0,-7.65843,0.313228,1,0,-0,1.39506e-05
1600764038292060871,0,0,-7.65512,0.313093,1,0,-0,1.39506e-05
1600764038292060871,0,0,-7.65512,0.313093,1,0,-0,1.39506e-05
1600764038311910200,0,0,-7.65512,0.313093,1,0,-0,1.39506e-05
1600764038311910200,0,0,-7.65185,0.312959,1,0,-0,1.39506e-05
1600764038332033149,0,0,-7.65185,0.312959,1,0,-0,1.39506e-05
1600764038332033149,0,0,-7.64853,0.312823,1,0,-0,1.39506e-05
1600764038352006893,0,0,-7.64853,0.312823,1,0,-0,1.39506e-05
1600764038352006893,0,0,-7.64523,0.312688,1,0,-0,1.39506e-05
1600764038352006893,0,0,-7.64523,0.312688,1,0,-0,1.39506e-05
1600764038371913214,0,0,-7.64523,0.312688,1,0,-0,1.39506e-05
1600764038371913214,0,0,-7.64195,0.312554,1,0,-0,1.39506e-05
1600764038392074066,0,0,-7.64195,0.312554,1,0,-0,1.39506e-05
1600764038392074066,0,0,-7.63862,0.312418,1,0,-0,1.39506e-05
1600764038412017629,0,0,-7.63862,0.312418,1,0,-0,1.39506e-05
1600764038412017629,0,0,-7.63533,0.312283,1,0,-0,1.39506e-05
1600764038412017629,0,0,-7.63533,0.312283,1,0,-0,1.39506e-05
1600764038432032132,0,0,-7.63533,0.312283,1,0,-0,1.39506e-05
1600764038432032132,0,0,-7.63203,0.312148,1,0,-0,1.39506e-05
1600764038453032372,0,0,-7.63203,0.312148,1,0,-0,1.39506e-05
1600764038453032372,0,0,-7.62856,0.312007,1,0,-0,1.39506e-05
