timestamp,ctrl_output_x(ned),ctrl_output_y(ned),ctrl_output_z(ned),U1,q_d_w,q_d_x,q_d_y,q_d_z
1581496871711539507,0.0139947,-0.00274736,-9.25996,0.378536,0.999981,-0.000152931,-0.000754742,0.00607155
1581496871728885889,0.0200445,0.00448572,-9.25959,0.378515,0.999981,0.000235643,-0.00108381,0.00607192
1581496871737167597,0.0153958,-0.00245713,-9.25668,0.378398,0.999981,-0.000137769,-0.000830782,0.00607155
1581496871745151281,0.00853582,-0.00401939,-9.26383,0.378698,0.999981,-0.000219733,-0.000459381,0.00607157
1581496871752353430,0.0398086,-0.0233947,-9.23609,0.377517,0.999978,-0.00127953,-0.00214731,0.00606889
1581496871769570589,0.0402758,-0.0229339,-9.23616,0.37752,0.999978,-0.00125473,-0.00217274,0.00606891
1581496871777311802,-0.0135944,0.0498584,-9.22477,0.37715,0.999978,0.00270681,0.000720419,0.00606974
1581496871784631252,0.0268399,0.0274515,-9.22864,0.377252,0.999979,0.00147843,-0.00146316,0.00607382
1581496871793257952,0.00844475,0.042895,-9.23175,0.377411,0.999979,0.00232039,-0.000471471,0.00607278
1581496871809226751,0.0117297,0.0707693,-9.26054,0.378608,0.999974,0.00381701,-0.000656498,0.00607422
1581496871816650391,-0.016559,-0.0189583,-9.25704,0.378458,0.999981,-0.00101854,0.000900602,0.00607258
1581496871825158358,-0.00474316,0.103394,-9.26817,0.378963,0.999966,0.00557911,0.000222008,0.00607053
1581496871834472656,-0.0178033,-0.0730991,-9.25595,0.378399,0.999973,-0.00394274,0.000985668,0.00607559
1581496871843331099,-0.00892101,0.150959,-9.24775,0.378162,0.999948,0.00816389,0.000432751,0.00606834
1581496871852709532,-0.0268298,-0.0514657,-9.28217,0.379496,0.999977,-0.00276342,0.00146203,0.00607571
1581496871852709532,-0.0268907,-0.0514352,-9.28024,0.379417,0.999977,-0.00276233,0.0014656,0.00607572
1581496871871037483,0.0157762,0.056358,-9.1616,0.374588,0.999976,0.00307044,-0.00087965,0.00607439
1581496871889333487,0.0114917,0.0667001,-9.17401,0.375122,0.999975,0.00363133,-0.000648375,0.00607406
1581496871898318052,-0.0081807,0.0357108,-9.23802,0.377748,0.99998,0.00193546,0.000431029,0.00607085
1581496871907286167,-0.00450206,0.00825511,-9.18801,0.375693,0.999981,0.000450712,0.000242264,0.00607156
1581496871917165041,0.0477855,0.0364248,-9.18255,0.375443,0.999976,0.00196749,-0.00261393,0.00607676
1581496871926128626,-0.0352275,0.0317209,-9.21317,0.37676,0.999978,0.00173305,0.0019013,0.00606835
1581496871933650970,0.019783,-0.0657744,-9.17725,0.375203,0.999975,-0.00358995,-0.00105604,0.00606791
1581496871946318388,0.00151626,-0.0740836,-9.18185,0.3754,0.999973,-0.00403457,-5.80713e-05,0.00607149
1581496871953810930,-0.0514639,-0.0086208,-9.20644,0.376477,0.999978,-0.000451206,0.00279775,0.00607286
1581496871962132215,0.04979,-0.0851647,-9.17047,0.374896,0.999967,-0.00465958,-0.00268639,0.00605915
1581496871962132215,0.0497925,-0.0852874,-9.16856,0.374818,0.999967,-0.00466724,-0.00268704,0.00605913
1581496871989183426,-0.00256483,-0.150868,-9.19151,0.375758,0.999948,-0.00820511,0.000189346,0.00607343
1581496871998184204,0.0550382,-0.0865565,-9.16875,0.37481,0.999966,-0.00473807,-0.00297262,0.00605758
1581496871998184204,0.0550382,-0.0865565,-9.16875,0.37481,0.999966,-0.00473807,-0.00297262,0.00605758
1581496872019125700,-0.0295449,-0.137693,-9.23209,0.377424,0.999952,-0.0074468,0.00164532,0.00608407
1581496872019125700,-0.0295896,-0.138251,-9.22872,0.377286,0.999952,-0.00747972,0.00164852,0.00608415
1581496872037513494,0.015863,-0.092204,-9.15683,0.374313,0.999969,-0.00503968,-0.000835584,0.00606753
1581496872046626091,0.0170297,-0.109462,-9.22136,0.376926,0.999964,-0.00594039,-0.00088731,0.0060665
1581496872053233147,0.0441925,-0.128551,-9.17285,0.374896,0.999954,-0.007021,-0.0023662,0.00605516
1581496872062331200,0.0301029,-0.085487,-9.19546,0.375847,0.999969,-0.004658,-0.00160856,0.00606422
1581496872071313620,0.02618,-0.0885926,-9.2566,0.378331,0.999969,-0.00479368,-0.00138503,0.00606508
1581496872080227375,0.0504772,-0.129129,-9.16915,0.374691,0.999953,-0.0070574,-0.00270965,0.00605263
1581496872089745283,0.0160755,-0.0834831,-9.30455,0.380268,0.999971,-0.00449116,-0.000836587,0.00606797
1581496872101469517,0.0483347,-0.119377,-9.24926,0.377924,0.999957,-0.00646855,-0.00257358,0.00605509
1581496872118307829,0.0487911,-0.182296,-9.21958,0.376652,0.999929,-0.00990062,-0.00258583,0.00604631
1581496872118307829,0.0488692,-0.182629,-9.2178,0.376579,0.999929,-0.00992062,-0.00259045,0.00604621
1581496872139341831,0.0318585,-0.0376511,-9.32262,0.380968,0.999978,-0.00202965,-0.00169636,0.00606821
1581496872146822929,0.0105617,-0.128965,-9.29956,0.379994,0.999957,-0.00693675,-0.000525737,0.00606817
1581496872155414343,0.0584294,-0.0639696,-9.29821,0.379929,0.999971,-0.00345875,-0.00312096,0.00606082
1581496872162983894,0.021058,-0.0474698,-9.3239,0.381043,0.999978,-0.00255237,-0.00111377,0.00606884
1581496872174177885,0.0216874,-0.0643419,-9.31668,0.380747,0.999975,-0.00345998,-0.0011429,0.00606774
1581496872184345007,0.0462662,-0.100845,-9.31284,0.380547,0.999964,-0.00542895,-0.00245102,0.0060584
1581496872198590279,0.0683719,-0.0642962,-9.27856,0.379136,0.999969,-0.0034869,-0.0036632,0.00605881
1581496872203349590,0.0702299,-0.0374722,-9.24723,0.37792,0.999972,-0.00204906,-0.00378489,0.0060638
1581496872214148283,0.0629532,-0.0251821,-9.21573,0.376678,0.999975,-0.00138692,-0.00340711,0.00606685
1581496872222204447,0.0772683,-0.0659469,-9.25135,0.378126,0.999967,-0.00358925,-0.00415421,0.00605664
1581496872235367775,0.0719652,-0.071619,-9.23117,0.37733,0.999967,-0.00390256,-0.0038742,0.00605646
1581496872245958328,0.0449513,-0.0374989,-9.27917,0.379346,0.999977,-0.00203522,-0.00240982,0.00606673
1581496872258476257,0.0483628,0.000563816,-9.29776,0.380133,0.999978,1.45282e-05,-0.00260089,0.00607165
1581496872267654896,0.0492378,0.0280268,-9.32601,0.381317,0.999977,0.00148653,-0.00264886,0.00607555
1581496872275419950,0.0103754,0.0257434,-9.34835,0.382271,0.99998,0.0013735,-0.000563283,0.00607245
1581496872286287546,0.00852278,0.0533447,-9.37289,0.383283,0.999977,0.00284284,-0.000471918,0.00607303
1581496872286287546,0.0125305,0.0685065,-9.37044,0.383192,0.999975,0.00365125,-0.000690798,0.00607423
1581496872303290606,0.0720973,0.165542,-9.36556,0.382972,0.999935,0.00881291,-0.00390241,0.00610616
1581496872319339514,0.104405,0.149848,-9.35094,0.382334,0.999934,0.00797702,-0.0056307,0.00611649
1581496872326946497,0.0600462,0.121707,-9.36948,0.383112,0.999955,0.00647469,-0.0032436,0.0060927
1581496872335200787,0.108182,0.0949259,-9.34912,0.382232,0.999952,0.00504089,-0.00581601,0.00610076
1581496872343103647,0.104615,0.150447,-9.34472,0.382045,0.999933,0.00801429,-0.00564589,0.00611682
1581496872359126329,0.13496,0.114124,-9.34475,0.381988,0.999937,0.00606125,-0.0072574,0.00611529
1581496872367215157,0.119231,0.198172,-9.32963,0.381358,0.999904,0.0105787,-0.00645354,0.0061399
1581496872375130892,0.125561,0.123732,-9.37589,0.383222,0.999937,0.00655648,-0.00673527,0.00611555
1581496872383071661,0.14945,0.170023,-9.30693,0.380357,0.999907,0.00908269,-0.00808316,0.00614474
1581496872383071661,0.14945,0.170023,-9.30693,0.380357,0.999907,0.00908269,-0.00808316,0.00614474
1581496872400108576,0.15002,0.100291,-9.28295,0.379338,0.999934,0.00535162,-0.00811213,0.00611457
