timestamp,mocap_x(ned),mocap_y(ned),mocap_z(ned),mocap_vx(ned),mocap_vy(ned),mocap_vz(ned),mocap_ax(ned),mocap_ay(ned),mocap_az(ned),mocap_q_w,mocap_q_x,mocap_q_y,mocap_q_z,pos_d_x,pos_d_y,pos_d_z,vel_d_x,vel_d_y,vel_d_z,acc_d_x,acc_d_y,acc_d_z,int_x,int_y,int_z,ref_mask
1581496586720652616,-0.0778506,0.00458193,-0.0399584,0.00338155,-0.000365888,-0.000445742,-0.227616,-0.0288923,0.00695706,0.999988,0.00370181,0.00182918,-0.00270276,-0.0822064,0.000977173,0.157646,-0.00522697,-0.00540714,0.256886,0,0,0,2.70666e-312,2.70661e-312,2.71427e-312,1
1581496586729825544,-0.0777852,0.00441109,-0.0399158,0.0023073,-0.00169434,-0.000889014,-0.203947,-0.223374,-0.00707508,0.999988,0.00369928,0.0019183,-0.00266375,-0.0822064,0.000977173,0.157646,-0.00530539,-0.00515088,0.256831,0,0,0,0,0,0,1
1581496586739696616,-0.0777215,0.0040694,-0.0398406,0.00132836,-0.00320126,-0.00138448,-0.0542482,-0.281268,0.0138054,0.999988,0.00368574,0.0020785,-0.00252756,-0.0822064,0.000977173,0.157646,-0.00538189,-0.00463834,0.256733,0,0,0,-2.74053e-05,-1.24434e-05,0.00139167,1
1581496586749916488,-0.0777017,0.0038981,-0.0398018,0.00076207,-0.00251709,3.52644e-05,-0.169097,-0.0290075,0.186513,0.999988,0.00366355,0.00211702,-0.00254995,-0.0822064,0.000977173,0.157646,-0.00540565,-0.00438139,0.256682,0,0,0,-5.96098e-05,-1.93403e-05,0.00324984,1
1581496586759694376,-0.0777071,0.00374586,-0.0397757,-0.00346224,0.000551583,-0.004016,-0.627747,0.272329,-0.504479,0.999987,0.00365491,0.00220809,-0.00269735,-0.0822064,0.000977173,0.157646,-0.00539912,-0.00415302,0.256648,0,0,0,-5.96098e-05,-1.93403e-05,0.00324984,1
1581496586769672872,-0.0777646,0.00362705,-0.0398483,-0.000174901,-0.00643914,-0.0100268,0.356679,-1.0482,-0.692492,0.999987,0.00366108,0.00224052,-0.0028918,-0.0822064,0.000977173,0.157646,-0.00533014,-0.00397481,0.256743,0,0,0,-6.89063e-05,-4.19212e-05,0.00512651,1
1581496586779875208,-0.0778995,0.00339782,-0.0401607,0.00133309,-0.00405465,-0.021606,0.660984,-0.527457,-0.334002,0.999984,0.00385698,0.00227561,-0.00338257,-0.0822064,0.000977173,0.157646,-0.00516824,-0.00363097,0.257149,0,0,0,-6.89063e-05,-4.19212e-05,0.00512651,1
1581496586790321224,-0.0778995,0.00339782,-0.0401607,0.00133309,-0.00405465,-0.021606,0.660984,-0.527457,-0.334002,0.999984,0.00385698,0.00227561,-0.00338257,-0.0822064,0.000977173,0.157646,-0.00516824,-0.00363097,0.257149,0,0,0,-0.000115718,-3.88706e-05,0.00813721,1
1581496586799676104,-0.0780808,0.00317787,-0.0405345,-0.00322622,-0.00483849,-0.0192787,0.327632,-0.378721,0.254766,0.999983,0.0039858,0.00226843,-0.00373552,-0.0822064,0.000977173,0.157646,-0.00495068,-0.00330104,0.257635,0,0,0,-0.000115718,-3.88706e-05,0.00813721,1
1581496586809738408,-0.078179,0.00308041,-0.0406867,-0.00465192,-0.00157295,-0.0129829,-0.265293,0.238108,0.826794,0.999982,0.00399117,0.00221323,-0.00388307,-0.0822064,0.000977173,0.157646,-0.00483282,-0.00315485,0.257833,0,0,0,-0.000123995,-3.14914e-05,0.0101308,1
1581496586819778440,-0.0784296,0.00289749,-0.0408818,-0.00523682,-0.00131501,-0.0037863,0.247374,0.33182,0.807671,0.999982,0.00384372,0.00231639,-0.00385739,-0.0822064,0.000977173,0.157646,-0.00453212,-0.00288048,0.258086,0,0,0,-0.000123995,-3.14914e-05,0.0101308,1
1581496586829752808,-0.0785752,0.0028133,-0.0409449,-0.0115296,-0.00547158,-0.00529459,-0.881146,-0.699986,-0.126614,0.999983,0.00379746,0.00233348,-0.00378149,-0.0822064,0.000977173,0.157646,-0.00435746,-0.00275418,0.258168,0,0,0,-0.000118921,-4.27632e-05,0.0129592,1
1581496586839686184,-0.0787479,0.0027301,-0.0410208,-0.0112968,-0.00230966,-0.00656833,-0.0705703,0.22445,-0.0720981,0.999983,0.00367718,0.00241057,-0.0037675,-0.0822064,0.000977173,0.157646,-0.00415018,-0.0026294,0.258267,0,0,0,-0.000118921,-4.27632e-05,0.0129592,1
1581496586849793512,-0.0789232,0.00265261,-0.0411181,-0.0117609,-0.00532865,-0.00995953,-0.191228,-0.517015,-0.366156,0.999983,0.00366729,0.00238928,-0.00376598,-0.0822064,0.000977173,0.157646,-0.00393978,-0.00251315,0.258394,0,0,0,-8.45363e-05,-4.43016e-05,0.0148705,1
1581496586859712392,-0.0794925,0.00256758,-0.0412948,-0.0192743,-0.00191426,-0.0147747,-0.937756,0.184746,-0.630458,0.999983,0.00360391,0.00240176,-0.00379659,-0.0822064,0.000977173,0.157646,-0.00325665,-0.00238561,0.258623,0,0,0,-8.45363e-05,-4.43016e-05,0.0148705,1
1581496586869772904,-0.0797974,0.00253801,-0.0413913,-0.023616,-0.0012032,-0.0160854,-1.42365,0.117775,-0.548329,0.999982,0.00375484,0.00246468,-0.00395557,-0.0822064,0.000977173,0.157646,-0.00289078,-0.00234125,0.258749,0,0,0,3.06037e-05,-4.76898e-05,0.0178184,1
1581496586879766440,-0.0801127,0.0025212,-0.0414723,-0.0136322,-0.00189019,-0.00970915,1.1909,-0.292595,0.70178,0.999981,0.00393015,0.0025734,-0.00403921,-0.0822064,0.000977173,0.157646,-0.00251245,-0.00231604,0.258854,0,0,0,3.06037e-05,-4.76898e-05,0.0178184,1
1581496586889780360,-0.0804288,0.00251261,-0.0415304,-0.0238261,-0.000219318,-0.0113078,-1.29469,-0.00752613,-0.266871,0.999981,0.00394759,0.0025187,-0.00407231,-0.0822064,0.000977173,0.157646,-0.00213309,-0.00230316,0.258929,0,0,0,8.39817e-05,-4.9734e-05,0.0197522,1
1581496586899987496,-0.0807506,0.00251177,-0.0415639,-0.0145087,-0.00121255,-0.00437265,1.12816,-0.306892,0.860753,0.99998,0.00411507,0.00269977,-0.00404701,-0.0822064,0.000977173,0.157646,-0.00174689,-0.0023019,0.258973,0,0,0,8.39817e-05,-4.9734e-05,0.0197522,1
1581496586909668520,-0.0810288,0.00251974,-0.0415594,-0.0222392,0.000833627,-0.00697388,-1.05863,0.0334318,-0.314809,0.99998,0.00414382,0.00266917,-0.00401398,-0.0822064,0.000977173,0.157646,-0.00141311,-0.00231385,0.258967,0,0,0,0.000145238,-5.49629e-05,0.0216483,1
1581496586919672392,-0.0815931,0.00254742,-0.0415622,-0.0213947,0.00304547,-0.00234491,-1.06471,0.456432,0.604172,0.99998,0.00425745,0.0027428,-0.00384089,-0.0822064,0.000977173,0.157646,-0.00073596,-0.00235538,0.258971,0,0,0,0.000145238,-5.49629e-05,0.0216483,1
1581496586929720712,-0.0818759,0.00257514,-0.0415739,-0.015867,-0.00150649,-0.0114253,0.587807,-0.758326,-1.11527,0.99998,0.00426,0.00281283,-0.00370471,-0.0822064,0.000977173,0.157646,-0.000396595,-0.00239695,0.258986,0,0,0,0.000298938,-9.51449e-05,0.0245645,1
1581496586939682600,-0.0821615,0.00260393,-0.0415821,-0.0220602,0.00263047,-0.00112501,-0.87735,0.308127,1.27607,0.99998,0.0043161,0.00269785,-0.00366618,-0.0822064,0.000977173,0.157646,-5.38021e-05,-0.00244013,0.258997,0,0,0,0.000298938,-9.51449e-05,0.0245645,1
1581496586949736168,-0.0827467,0.00269056,-0.0416011,-0.0226419,0.00395053,-0.000267397,-0.724008,0.273652,1.48221,0.999981,0.00432345,0.00250618,-0.00358518,-0.0822064,0.000977173,0.157646,0.000648401,-0.00257008,0.259021,0,0,0,0.000404569,-0.000119484,0.0264374,1
1581496586959667560,-0.0830457,0.00275728,-0.0415985,-0.0188456,0.00427799,-0.0105677,0.301052,-0.137465,-1.37127,0.999982,0.00424637,0.0024902,-0.00357191,-0.0822064,0.000977173,0.157646,0.00100722,-0.00267017,0.259018,0,0,0,0.000516352,-0.00015078,0.0283041,1
1581496586969700584,-0.0833485,0.00281904,-0.0415883,-0.0247739,0.00226481,0.000752976,-0.818731,-0.438145,1.39177,0.999982,0.00428611,0.00233493,-0.00356487,-0.0822064,0.000977173,0.157646,0.00137052,-0.0027628,0.259005,0,0,0,0.000516352,-0.00015078,0.0283041,1
1581496586979677832,-0.0836593,0.00289142,-0.0415734,-0.0206004,0.00639431,-0.00940073,0.35702,0.341642,-1.31252,0.999982,0.00420775,0.00231155,-0.00356774,-0.0822064,0.000977173,0.157646,0.00174356,-0.00287137,0.258985,0,0,0,0.000641843,-0.000174912,0.0301635,1
1581496586989672040,-0.0842869,0.00303916,-0.0415466,-0.0220465,0.00708587,-0.00500623,0.332465,0.498165,-0.389909,0.999983,0.00409549,0.00222607,-0.00350537,-0.0822064,0.000977173,0.157646,0.00249669,-0.00309298,0.258951,0,0,0,0.000641843,-0.000174912,0.0301635,1
1581496586999676040,-0.0843355,0.00311066,-0.0414527,-0.0262655,0.00148518,-0.00367288,-0.927374,-0.907229,0.0937615,0.999984,0.00402062,0.00220187,-0.00340362,-0.0822064,0.000977173,0.157646,0.00255491,-0.00320024,0.258829,0,0,0,0.000818555,-0.0002482,0.0330143,1
1581496587009941544,-0.0843355,0.00311066,-0.0414527,-0.0262655,0.00148518,-0.00367288,-0.927374,-0.907229,0.0937615,0.999984,0.00402062,0.00220187,-0.00340362,-0.0822064,0.000977173,0.157646,0.00255491,-0.00320024,0.258829,0,0,0,0.000818555,-0.0002482,0.0330143,1
