timestamp,ctrl_output_x(ned),ctrl_output_y(ned),ctrl_output_z(ned),U1,q_d_w,q_d_x,q_d_y,q_d_z
1581488471264700651,-0.0198169,0.0626151,-8.59518,0.395388,0.999981,0.00364781,0.00113546,0.00474786
1581488471272699594,-0.017266,0.0603248,-8.59267,0.395269,0.999982,0.00351491,0.000987992,0.00474853
1581488471284699678,-0.03042,0.0666419,-8.58915,0.395115,0.99998,0.00388768,0.00175237,0.00474519
1581488471300699472,0.00502987,0.0364935,-8.58544,0.394899,0.999986,0.00212388,-0.000303026,0.00475264
1581488471316699505,0.00918618,0.0329702,-8.57505,0.394414,0.999987,0.00191987,-0.000544763,0.00475304
1581488471324699640,-0.00597523,0.0568735,-8.57378,0.39439,0.999983,0.00331827,0.000332693,0.00475091
1581488471332699537,0.00713485,0.0335367,-8.56599,0.393998,0.999987,0.00195554,-0.000425761,0.00475282
1581488471340699673,0.0284271,0.030598,-8.56371,0.393888,0.999986,0.00177857,-0.0016682,0.00475494
1581488471356697798,0.0166299,0.0442197,-8.56881,0.394142,0.999985,0.0025756,-0.000982622,0.00475452
1581488471364697695,0.0308699,0.0212594,-8.5187,0.391803,0.999986,0.00123917,-0.00181779,0.00475422
1581488471364697695,0.0308699,0.0212594,-8.5187,0.391803,0.999986,0.00123917,-0.00181779,0.00475422
1581488471372740746,-0.000899051,0.0556422,-8.514,0.391637,0.999983,0.00326785,3.72695e-05,0.00475189
1581488471396697760,0.0618064,-0.0214721,-8.50721,0.391225,0.999981,-0.0012792,-0.00362648,0.00474726
1581488471404697895,0.0646294,0.128183,-8.49896,0.391057,0.999953,0.00752204,-0.0038378,0.00478088
1581488471412697792,0.0581612,-0.0301388,-8.50662,0.391213,0.999981,-0.00178766,-0.00341006,0.00474581
1581488471421497822,0.0923913,0.122318,-8.50134,0.391168,0.999948,0.00716708,-0.00546766,0.00479108
1581488471429497719,0.0697554,0.0183834,-8.4979,0.390899,0.99998,0.00106208,-0.00410926,0.00475623
1581488471445497751,0.157763,0.0674704,-8.47558,0.389921,0.999937,0.00393507,-0.00932446,0.00478809
1581488471453500509,0.0646621,0.0952295,-8.46825,0.38963,0.999965,0.00560406,-0.00384445,0.0047735
1581488471461500645,0.205394,0.080252,-8.44918,0.388696,0.999903,0.0046894,-0.0121743,0.00480807
1581488471469500542,0.0747109,0.106297,-8.45482,0.389013,0.999959,0.00626443,-0.00444785,0.0047798
1581488471477500677,0.217891,0.0611927,-8.45458,0.388914,0.999899,0.0035561,-0.0128997,0.0047967
1581488471485500574,0.0938237,0.116763,-8.45611,0.389059,0.999949,0.00687661,-0.00558004,0.00479025
1581488471501500607,0.110501,0.132376,-8.47078,0.38971,0.999937,0.00778104,-0.00655892,0.00480286
1581488471509500504,0.171905,0.0787667,-8.52652,0.392191,0.999927,0.00456966,-0.0101008,0.00479746
1581488471525500536,0.164589,0.0989276,-8.50223,0.391051,0.999925,0.00577004,-0.00970514,0.00480739
1581488471533500671,0.126413,0.0849331,-8.49093,0.390541,0.999948,0.0049651,-0.00746698,0.00478872
1581488471546301603,0.130677,0.107844,-8.52108,0.391925,0.999939,0.00629027,-0.007697,0.00480007
1581488471554300547,0.131809,0.13392,-8.49346,0.390655,0.999927,0.00784482,-0.00779588,0.00481285
1581488471562299967,0.136566,0.0805009,-8.528,0.392227,0.999945,0.00468079,-0.00802838,0.00478916
1581488471570299149,0.130492,0.0830194,-8.46456,0.389316,0.999947,0.00486636,-0.00773056,0.00478923
1581488471578299046,0.132492,0.0861503,-8.51031,0.39142,0.999945,0.00502352,-0.00780735,0.00479083
1581488471594299078,0.199777,0.09784,-8.5602,0.393726,0.999904,0.00565711,-0.0116934,0.00481724
1581488471602301121,0.138561,0.0408079,-8.56182,0.393845,0.999953,0.00234425,-0.00810219,0.00477052
1581488471610299110,0.191041,0.0457946,-8.55147,0.393368,0.999923,0.00262364,-0.0111805,0.00478044
1581488471626299143,0.167277,-0.0232973,-8.56416,0.39397,0.99994,-0.00140621,-0.00975815,0.00473759
1581488471634299040,0.173413,0.0798967,-8.57272,0.394421,0.999927,0.00461049,-0.0101346,0.00479803
1581488471642298937,0.151819,-0.0280358,-8.60355,0.395786,0.999949,-0.00167089,-0.00881417,0.00473671
1581488471658344746,0.141721,0.00240485,-8.5805,0.394742,0.999955,0.000100875,-0.00825806,0.00475233
1581488471666296721,0.142246,-0.0300765,-8.58901,0.3951,0.999953,-0.00178988,-0.00827143,0.0047367
1581488471674296856,0.130969,0.00684424,-8.50988,0.391491,0.999959,0.000365511,-0.00769623,0.00475437
1581488471674296856,0.131205,0.00682219,-8.50589,0.391307,0.999959,0.000364321,-0.00771373,0.00475437
1581488471690296650,0.0937058,-0.000688437,-8.48925,0.390517,0.999973,-6.67678e-05,-0.00551858,0.0047514
1581488471702296734,0.0538414,-0.00189832,-8.38647,0.38577,0.999984,-0.000128427,-0.00320939,0.0047515
1581488471710296869,0.0666249,0.0810001,-8.42284,0.387534,0.999969,0.00478916,-0.00397768,0.00477097
1581488471718296766,0.0194367,0.0555751,-8.42813,0.387708,0.999983,0.00329142,-0.00116873,0.00475585
1581488471731097698,-0.00109681,-0.0119225,-8.42682,0.387531,0.999988,-0.000707098,6.84394e-05,0.00475203
1581488471739102840,0.0448126,0.00619143,-8.41644,0.387099,0.999985,0.000355156,-0.00266389,0.00475288
1581488471751097679,0.0359091,-0.0480117,-8.41953,0.387151,0.999982,-0.00286124,-0.00211889,0.00474591
1581488471759118557,0.0339501,0.0027492,-8.43735,0.388023,0.999987,0.000153354,-0.00201263,0.00475226
1581488471775096416,0.0791557,-0.00542564,-8.40499,0.386552,0.999978,-0.000345116,-0.00470711,0.0047502
1581488471775096416,0.0792791,-0.00550968,-8.39843,0.38625,0.999978,-0.000350423,-0.00471811,0.00475017
1581488471795096397,0.104712,-0.0763135,-8.378,0.385238,0.999959,-0.00458346,-0.00622711,0.00472322
1581488471803095579,0.118601,-0.0345308,-8.31862,0.38258,0.999961,-0.00210908,-0.00711818,0.00473662
1581488471815104485,0.124144,-0.0766427,-8.31562,0.382391,0.99995,-0.00464298,-0.00744185,0.00471709
1581488471823095560,0.117824,-0.0721723,-8.36977,0.384884,0.999955,-0.00434423,-0.00701752,0.00472119
1581488471831096411,0.11502,-0.0777937,-8.30371,0.381843,0.999954,-0.00471641,-0.00690289,0.00471914
1581488471843120575,0.0974276,-0.0926679,-8.29258,0.381301,0.999956,-0.00561451,-0.00584738,0.00471899
1581488471855136395,0.0709474,-0.118787,-8.24772,0.379199,0.999954,-0.00722064,-0.00426654,0.00472117
1581488471855136395,0.0710621,-0.118926,-8.24411,0.379033,0.999954,-0.00723229,-0.00427532,0.00472106
1581488471871094227,0.0368347,-0.0896749,-8.25712,0.379662,0.999972,-0.00544039,-0.00220461,0.00474003
1581488471879893064,0.0686268,-0.0479217,-8.26023,0.379888,0.999976,-0.0029203,-0.00414009,0.00473979
1581488471887893200,0.00341982,-0.0913634,-8.26466,0.380025,0.999973,-0.00552802,-0.000180622,0.00475106
1581488471903893232,0.0256451,-0.0505425,-8.25217,0.379533,0.999983,-0.00306966,-0.00153925,0.00474726
1581488471911893129,0.0319501,-0.125136,-8.24017,0.378907,0.999958,-0.00760147,-0.00190251,0.00473763
1581488471927893162,0.034755,-0.0912938,-8.25969,0.379855,0.999971,-0.00553609,-0.00207756,0.00474052
1581488471927893162,0.0348621,-0.0915281,-8.25252,0.379525,0.999971,-0.00555512,-0.00208579,0.00474044
